link,name,time,空间评分,空间,驾驶感受评分,驾驶感受,续航评分,续航,外观评分,外观,内饰评分,内饰,性价比评分,性价比,智能化评分,智能化,其他评分,其他
https://k.autohome.com.cn/detail/view_01fxvwkwpv6grkge1r6wrg0000.html#pvareaid=2112108,DericLiu,2022-03-11,4,乘坐空间是没问题的，前排比较宽敞。调整好前排正常坐姿再到后排大概腿部还有一拳的距离，仅仅看起来不像很宽敞，但是实际坐进去还可以的，感觉后排的空间和某些品牌的中型车有得一拼，极星2车身尺寸定位是紧凑型轿车，这样的乘坐空间家用戳戳有余，商用的也不会考虑这车吧。储物空间：比较中规中矩，车内设计有很多储物盒，而且后备箱的开口是掀背式的，拿取行李或者大件物品更方便。,5,动力是考虑电车时最不需要过多在意的，低扭可以瞬间释放并且配上无极变速非常快，起步堪比跑车，这点一点不夸张，中段加速同样给力后段可能和大力马燃油车比稍差点。急加速的话电池发热比较快，也会影响加速性能的，再说了，电车跑高速耗电是最快的，我现在开上电车根本不想油车了，毕竟动力猛的油车价格太贵，而且有些变速箱顿挫感强，匹配不是很好动力体验一样不如电车,5,转向手感很轻盈，当然这是低速的时候，随着速度上来之后方向盘变得沉稳，而且它的转向半径感觉不是很大，可能因为车身的短小的原因，就算在狭窄的道路开起来也得心应手。最喜欢的就底盘的高级感，不想有的车开起来晃晃悠悠，底盘给人松散感，极星2支撑性很足，走烂路的时候也比较干脆，在舒适性和操控感之间表现的游刃有余。,5,其实电车的电耗实际没啥参考意义，因为每个人开车习惯和用车环境不一样，像电车急加速加减速同样比较耗电，跑高速的时候也会比较低速行驶费电。我自己的话油耗在18.5千瓦时每百公里，折算电费真的不算啥，这也是我选电车的原因之一，用车成本大大降低了，非常适合我这种普通老百姓，哈哈。,5,极星2汽车,5,颜值始终是在线的，毕竟我自己买车不可能买不喜欢的，极星2外观线条很直观，棱角分明的样子就是阳光帅气，适合爷们开。当然女生开这车更加帅气。前大灯钉子形的日行灯很有标示性，加上贯穿式的尾灯也符合现在的潮流，还有独特的无边框后视镜，不缺时尚元素。,5,有些细节还是比较有设计感的，像精致的旋钮，空调出风口，还有镂空的档把，通电后里面还有个极星LOGO。车机体验还不错，可以语音控制很多功能并且这个车机竟然可能购物，接口语音指令可以坐在车内语音购物，很有新鲜感。还有一点，内置的导航地图是高德的，个人比较喜欢用高德的地图。最后还得说下极星内饰采用环保材质的理念。,5,真论性价比的话应该是标续这款车，首先门槛很低配置和我这台车基本是一样的，除了电池容量这块。我是考虑到电车的官方续航和实际续航有折扣所以选择了长续版，更多的是一种从容吧，跑趟小短途还是OK的，如果是标续可能心里就开始焦虑了。不过从我了解的其他品牌的车型长续很好有30以内的，这样看来其实我这款单电机长续也是有一点性价比的哈。
https://k.autohome.com.cn/detail/view_01fsxcxsc16grk2c9p64w00000.html#pvareaid=2112108,我是文天子,2022-01-21,5,空间也是我比较纠结的点，毕竟家里买车不是考虑我一个人，做人嘛不能太自私，虽然自己出资买的车还是得考虑下家人乘坐的感受，这车后排空间不大说实话，主要体现在腿部空间，头部空间倒是挺宽敞的。主要是占了全景大天窗的便宜，坐车内通透感很好，后排两成年人乘坐完全没问题，坐满就有点影响后排舒适性了。储物空间比较中规中矩，这个级别该有的设计储物空间都有。后备箱的掀背开口是个亮点，打开非常宽敞，而且后排还可以支持比例放倒，临时当个“货拉拉”也是可以的。,5,动力其实在“最满意”这一栏也提到不少，这么说吧，如果准备考虑买电动车的你们首要不需要考虑的就是动力，嘎嘎猛。怎么形容呢？就是一般人坐习惯了燃油车不晕车，再让他试试电动车看晕车不？电车的加速感非常直接，果断，迅速。花小钱买电车享受了超跑一般的驾驶体验感，这就很划算了。,5,操控很重要一部分是动力，而动力对于电车来说就是最拿手的。我开这车台路上起步没输过谁，只是代表动力变现哈，不仅仅是起步阶段，中后段的加速能力也是甩油车几个车身，毫不夸张的说，只要舍得踩下加速踏板，剩下的就交给电机。极星2这台车还有点在操控上让我印象非常深刻，就是完整的底盘紧凑感，不太好表达那种高级的驾驶感受，对于车内的人来说，整个车子在面对坑洼路面是感觉是一个完整的整体，底盘不松散紧凑有致，没有多余的弹跳，这也是我喜欢开这台车的主要原因之一。,4,我开这台车还算佛系的，偶尔心情不爽的时候会急加速急减速多点。整体电耗比较满意，平均电耗开头也有感兴趣的可以再参考下。反正电车不管电耗再高它的用车成本也比油车省不少，这点不用怀疑。说到底，电耗不仅仅和驾驶风格有关，还有很多影响电耗的因素，所以每个人的电耗都不可能一样，大家只能借鉴性参考下好了，没什么实际意义。,4,极星2这车剧是一个均衡，前面说的很运动但舒适性做的也不错。在保留了激情且运动的驾驶风格还保证了一定的乘坐舒适性，这就得说他的底盘调教功底了。极星2这台车是采用沃尔沃CMA架构的，所以对于极星2的舒适性我可能表达不出理想的效果，但如果你坐过沃尔沃的车子参考下就知道了，而且这台车的底盘用料比同平台的沃尔沃、领克0系列的都要扎实。所以舒适性完全就是家用的取向，不上不足比下有余。,5,说外观就有点主观臆断了，毕竟我既然选择这台车肯定是接受这种极简的设计风格的。极星2这车给人感觉就是阳光型大男孩的印象整体设计大气简约，车身线条分层次分明，有点肌肉感，这就是我想要的，虽然一心想把自己打造成肌肉型男但还是堕落了，所以看到极星2这种比较Man一点设计，我是拒绝不了的。,5,内饰某个豪华品牌电动车好多了，而且极星2的内饰用料非常厚道也很有考究。据官方消息，极星2车内没有半点动物成为，整体内饰的用料采用环保无公害的材质，连车内的木头都是回收的可再生资源。而且车内有很多比较有设计感的点，整个立体感非常强的中控台我就很喜欢，搭配点点高级的白色氛围灯光，点缀的恰到好处，还有镂空造型的电子档把带有发光极星LOGO，车顶的全景天窗也有类似的小惊喜，非常棒。,5,我认为的性价比一定是针对个人的，有些人认为贵得东西就一定好，也有一部分人认为好的东西不一定卖的贵。这就好比我买这台车的时候同事问我怎么不买特斯拉一样，还有的说我这长续航价格可以买奥迪A4L了，显然他们的性价比更多是考虑品牌，考虑到花了钱要赚回一点面子。对我这种佛系开车的人很简单，车子很喜欢，加上绿牌长续航纯电车，不到30万驾驶辅助的功能也比较丰富了，这就是我认为的性价比。
https://k.autohome.com.cn/detail/view_01fsnktmp46grk0dhk6ww00000.html#pvareaid=2112108,如接枫如泣,2022-01-18,5,先说乘坐空间，试驾的时候就关注过这车空间了，实际乘坐其实很OK的，不是很宽敞但足够乘坐。而且这车基本不走长途的所以后排都是短途的乘坐，舒适性是没问题的，除了前面说到的坐垫有点硬，腿部和头部空间完全没问题的。其次就是储物空间，门板中控台这些地方都有设计储物空间，尤其是中控两边，还特地做了小面积的掏空，简直就是为手机量身定制的。水杯架的设计有点让人摸不着头脑，有一个是在扶手箱里这就比较尴尬了。后备箱空间挺大的，主要是开口大，掀背造型就这点好处，后备箱上方还带有隔板，方便行李更好的摆放和规整。,5,纯电动车最不用考虑的就是动力，但凡开过电动车的都不会对电动车的动力挑刺。我要不是开上这台车估计这辈子想体验超跑是没戏的，极星2的加速非常给力，甚至刚开始不熟悉车根本不敢大脚地板电门，起步太快了而且坐车内的人也容易晕车。因为电车的低扭瞬间就可以到达，非常的线性，这跟燃油车是本质上的区别，所以电动的动力是毋庸置疑的，喜欢这种超跑一般的快感，买就完事了。,5,操控挺爽，前面有说到动力很直接，操控当然也离不开动力，除了动力，我这台车的底盘调教绝对很有水平，后来才知道是出自沃尔沃CMA架构的，这就难怪了。高速行驶车身非常的稳健，跟底盘都是电池重心比较低也有原因，方向盘的手感很轻，这跟虚还是有区别的，极星2低速转向非常轻松随着速度的提高手感变得更沉稳，而且过弯时的支撑性也很不错，给人十足的信心。,4,开上电车本来省了很大一笔费用，所以不怎么关注电耗。除非和车友在一起讨论会分享下各自的电耗情况，我这是单电机长续的加上开车的风格属于毛躁那种所以电耗稍微高点，实际上开车温柔点还会降不少的。其实能耗跟很多因素有关，这个需要因人而异，不能以偏概全。,4,整体舒适性很不错，我觉得这极星的舒适性主要是体现在底盘调教的功底上，因为这台车的座椅是偏硬的，可能和采用的材质有关系。极星座椅号称是用了类似潜水服的材质，透气防水，凡事难求两全其美。不过，不差钱的主可以选装真皮内饰，那种材质的座椅应该更舒适点。这车隔音还不错，加上哈曼的音响给车内营造了一种比较静谧的空间，这点也提升了坐在车内的舒适性。,5,萝卜青菜各有所爱，外观就是各花入各眼，喜欢的人特别喜欢。极星整体采用极简的设计手法，车身线条平直刚硬，见棱见角。钉子形日行灯，开眼角的前大灯，无边框外后视镜，贯穿式的尾灯这些代表了潮流的设计元素，就像父辈说的，这车年轻人开着洋气，哈哈。,5,在纯电动车这个领域里，极星2的内饰还是很出众的，从用料上就很讲究了，全车没有半点动物成分，座椅的材质都是环保耐脏的。从设计上比如：精致的旋钮带有发光LOGO，炭黑的空调出风口，带智能语音功能的车机，实际体验十分流畅，而且支持在线OTA，只要极星更新了车机系统我这台车就可以享受最新的多媒体功能。,5,所谓的性价比无外乎就是价格方面的优势呗，简单点说东西好卖的还便宜这就叫性价比。同样的30内我能买到是长续航版本换做其他品牌也就是个标续，再者极星2的电池材料都是三元锂电池低温性能更为稳定，成本也比磷酸铁电池高，至于驾驶辅助方面的功能极星2并不输业内翘楚，这些就够了。
https://k.autohome.com.cn/detail/view_01fsbsrrsp6gr3je9s6rr00000.html#pvareaid=2112108,憨匪近匪,2022-01-14,5,车内乘坐空间，不管是自己开还是家用都非常够得。后备箱开口很大，车内还有很多小的储物槽，非常人性化。后排腿部空间宽敞，中央隆起也没有像汽油车那样夸张。最重要的是全景天幕非常通透，坐在后排也不会有压抑感。并且后排还可直接通向后备箱的设计，在放置一些长的物品和放取物件时非常方便。,5,电车，大家都知道其特点就是响应快，扭矩释放迅速。而这台Polestar2的表现也让我非常满意。电门踩下之后车子没有任何拖沓，并且推背感也表现得非常持久。平时出去兜风超路上90%的车都没有压力。和朋友的那些燃油小钢炮相比也不落下风，电车在初段动力响应这点，燃油车真的只能看我们尾灯。,5,"20存的轮毂不仅视觉感受上非常饱满，245的胎宽也给车辆带来了极好的抓地力。配合上前麦佛逊和后多连杆的独立悬架，在过弯和并线的时候都能感觉到车身良好的支撑性和车尾更随性。比起那些原厂只有17寸，18寸215,225胎宽的车，Polestar2不仅在弯中更加稳定，让我在驾驶时也多添了一份信心。",4,换了电车对于这方面的关注就不像油车那么敏感了，使用成本肯定是比油车便宜的。而这类都是因人而异的因素，以这台车来说单电机的肯定比双电机的省两驱肯定比四驱更省。而每个人的驾驶习惯和用车习惯都不同，包括环境和人为，这些都是影响电耗的因素。,4,座椅虽说填充物有点硬，但是包裹性和支撑性足够。在过弯和并线的时候感觉坐在车内没有太多的摇晃，整个人也被座椅牢牢的包裹住。但是如果是长期佛系驾驶和长途乘坐就显得有点偏硬了。但是后排空间和避震的过滤，整车的乘坐舒适性可以完全适合家用，这一点给个好评。,5,开头讲到，Polestar2在路上的辨识度非常高，是那种一眼就可以在车群中辨认出来的车型。整车在设计上北欧风格也非常浓郁，线条饱满给人一种很有力量的感觉。此外，像无框后视镜，封闭式中网这些都是非常独特的设计，在颜值这块感觉还是非常在线的。,5,个人觉得其内饰设计还是比较前卫，不仅用料上使用了很多的环保材料。档把和中控屏的设计也非常有个性。整车营造了一种非常豪华的气氛，同时，通电之后还有个发光的极星LOGO。配合大尺寸的多媒体屏幕这些都显得整车仪式感十足。而且内置语音控制系统，可以口令操控音乐，导航以及空调等使用起来非常方便。,5,按这个价格这个配置来说，这款车还是比较有实力的。选择确实有很多，但是要兼备颜值还有设计感的车看来看去到只有极星2符合我的要求。考虑到这车的能耗、配置还有性能等方面的表现，给个五星好评不过分。
https://k.autohome.com.cn/detail/view_01fr02nxzb6gr3ec1k6rs00000.html#pvareaid=2112108,未遂劳玩笑,2021-12-28,5,我一个人代步空间表现过剩，一大家人出行的话行李可能没地放，但这种情况可以忽略我是不可能开这车带大一大家子出游的，一般家用么，这样的空间算中等的，从乘坐空间到储物空间不算拥挤也谈不上富裕。只能说刚刚好。,5,电动车动力都差不多吧，开过燃油车再开电车有点开上超跑的感觉。起步是真的太猛了，电车可能在踩加速踏板时会有所保留，不像燃油车超车的时候油门干到底，这种区别挺大。而且它的动力直接表现在车轮以及加速感受上，来的干脆直接了当，丝毫不拖沓。,5,操控一般般吧，就是加速快，开起来比较爽的。具体的转向精准感我也试不出来，方向盘真皮的，全系标配手感很好，而且转弯掉头方向盘的力度很轻，女生开起来也比较轻松。底盘前面也提到过，调教的很整，用时髦的话讲叫作有高级感，对路面反馈清晰，就是驾驶员只能通过触感知道自己走在什么路面上，悬架回弹干脆，坑洼不平路面嘎嘣一声脆就没了。,4,用油车那套说法就是百公里耗电量多少，以我的驾驶习惯现在百公里大概耗电在17度左右，属于比较正常的驾驶习惯，暴力长期高速行驶应该耗电量会上升一些的。但如果拿起又和电的单价比，那肯定还是电车省钱。,4,舒适性一般吧，这车整个感觉是运动的调教，底盘悬架都比较高级，过减速带也就颠一下完事，和日系那种弹弹弹的感觉是完全不一样的，所以舒适性和日系比略逊一等，不过这车隔音还可以，高速胎噪比较大。,5,外形设计是我喜欢的风格，这点开篇就讲到了。虽然说为人处世方面都说要圆滑点好，但真性情的我就是接受不了那种圆润的设计，相反，极星2外形就是有棱有角的模样，难道这样看起来不更爷们一点吗？,5,如果选装纳帕真皮加重构木内饰会更高级豪华吧，不过我这织布的内饰也不掉档次，因为车内很多细节都比较有设计感。不说可能大家不知道，这车内饰是很环保的，材质都是防污耐脏的，从配色上也能看出来。要说内饰最喜欢的就是中控台和透明车顶的设计了，这是内饰最吸引我的地方。,5,同价位的车，这台车无论是配置、动力，还是颜值，都可以说是一线的水准。虽然有些地方还有提升的空间，比如续航，但是瑕不掩瑜，这台车整体的性价比还是非常靠谱的，而且这几个月用车，感觉这台车的质量也比较有保障，给个好评不过分。
https://k.autohome.com.cn/detail/view_01fqjhvdj16gr3adsp6gr00000.html#pvareaid=2112108,男_中海,2021-12-23,5,空间方面看个人怎么用了，一般家用肯定是没问题的，但你要是拿这车当保姆车显然不合适。毕竟是个紧凑型的家轿，从这个角度说空间是OK的。从储物空间到乘坐空间在这个级别算中规中矩的，门板中控都有放小件的地方。本人身高178接近130斤前排调整正常坐姿，后排腿部有一拳距离，所以后排坐两个我是妥妥的。,5,跟电动车谈动力那就对了了，其实也不光是我这台车，其他电车也是一样，动力来的直接干脆，起步毫不犹豫只要敢踩满满的都是推背感，如果你第一次坐电车可能会出现头晕的情况，这可不是乱说的，我朋友第一次坐这车给他感受加速能力的时候他就说有点晕车，哈哈。因为电车扭矩来的快加上单速变速箱的丝滑，所以不管是起步还是中途超车动力都是源源不断那种。,5,真要说操控我也不是很懂，就说说自己开这台车的感受吧，真皮方向盘握感很好。指向性和燃油车感觉区别不大，但是如果走快速路车道保持功能会在你没打转向灯的情况下修正你的方向这点还是要注意下，免得吓着自己了。其他的方面就是动力了，加速很顺畅没有半点拖泥带水的感觉，推背感也很足。,4,我开车还算是篇想暴力驾驶这种，但不是超速行驶哈，一般起步啥的我可能大脚电门，遇到一些一边玩手机一边龟速行驶的人我可能毫不犹豫超过去，这种情况下表现能耗接近19kwh每百公里的样子，其实电车和燃油车还是有类似的地方，温柔驾驶能耗低暴力驾驶能耗会上升一些，不一样的是燃油车高速可能省油点，电车高速比城市道路其实是要费电一些的。,4,舒适性一般般，我觉得。我这台车花了900块钱升级了20寸的大脚，当时是觉得挺划算的，而且20寸的大脚气场也提升不少，但是不好的就是牺牲了一点点舒适性，加上本身这台车的调教是运动的，所以舒适性有点折扣不过也没到不能接受那种，家用么还是正常的。座椅比较舒服，支撑性包裹性都不错。我还选装了座椅加热功能，这也算弥补了一点大尺寸运动轮毂牺牲的舒适性。,5,整体设计属于简约大气类型，这台车第一眼看到它的时候并不觉得是个紧凑型的轿车，反而没有那种小家子气，整个车身线条比较硬朗，配上类似雷神之锤的前大灯整个给我感觉是比较阳光大男孩的的，这真是我喜欢的原因之一。,5,极星2的内饰是号称前卫大师设计的，斯堪的纳维亚风格。这套内饰据说还获得了不少荣誉呢就是因为环保，整个车内用料没有动物制品成分。采用更多的水基。防污、防潮的材质，是设计师从运动服和潜水衣获得灵感。所以不管是去试驾还是现在，车内除了我自己买的香氛闻不到其他味道。并且镂空的档把和具有3D效果的中控台很有设计感，没选真皮内饰所以我车内都是这种织布材质的，同样简约大气。,,
https://k.autohome.com.cn/detail/view_01fqh0fhsp6gr3adhr60rg0000.html#pvareaid=2112108,菁识菁跳房子,2021-12-22,5,刚开始选这车的时候是有考虑过空间方面的，毕竟是个紧凑型轿车多少让人印象中就是空间不大的感觉，实际试乘试驾感受过之后觉得还可以，这种小惊喜更坚定了内心的这份对北欧的向往。储物空间中规中矩，别的车有的我这台也有，乘坐空间满座也是可以的，长途满座可能会不舒服，但考虑到电车跑长途的场景不多倒也无所谓了，反正家用嘛足够了。,5,纯电动车驾驶就一个感觉：暴力，甚至刚开始买回来那段时间对加速踏板控制的格外小心，生怕驾驭不了，现在习惯了倒也无所谓了。有一点还是奉劝各位千万不要觉得买电车这动力就无敌了，在马路撒开了跑这显然是不对的也很危险。可以说我对电车还是心存敬畏之心的，动力猛是底气但速度快就容易引发交通事故。,5,本身这车就是主打运动型的，操控这块没得挑剔。这车已经开了接近半年时间再也不想碰燃油车了。动力前面提到过了，这点燃油车是没法比的，车子方向盘转向手感高速沉低速轻开起来很舒服。底盘调节很扎实，对于路面震动的反馈很细腻，这点喜欢操控的人会非常喜欢，而我实际是更多偏向一点舒适性的，不过开起来是挺爽的，车辆有足够的支撑性偶尔激情驾驶放纵一下也是信心满满。,4,在车友群里我的电耗算比较低的，一般的在17、18比较多。电车的电耗其实还是和驾驶风格，驾驶路况有很大关系的，像我这种佛系驾驶上下班通勤居多这样的电耗很正常。如果暴力一点或者经常跑快速路的电耗肯定是要上去不少的，高速行驶对于电车其实费电的，不像油车高速相对会省一点。,4,座椅坐着蛮舒服的，主要是造型比较符合大众的形体，对臀部腰部的包裹性很好。燃油就是底盘的扎实感给人一种很舒服的感觉，其实一台车舒适性和车辆的调教有很大的关系，机械机构的功底就体现在舒适性和操控性上，这台客观说算是比较均衡的。主观点说其实偏向驾驶操控这一方面的，整体还是蛮OK的，家用有一点的舒适感，开起来也很有参与感。,5,外观层面更多的还是看个人喜好问题，有些人喜欢四平八稳的设计风格，也有些人喜欢比较圆滑的设计理念。极星2的极简风格和环保的用料是我比较看重的，外观简约大气，车身棱角分明也很有辨识度，要说点睛之处还是开眼角的大灯搭配经典造型的日行灯以及代表这个时代潮流的贯穿式尾灯。,5,两个字：环保，足以概括这台车的内饰设计理念。很多材质我还是第一次听：水基材料、潜水服材质并且整个车内没有动物制品成分，这也是环保的另一个层面。关键是车内的看似织布的内饰真的很耐脏，而且和真皮不同，冬天即使不开座椅加热感觉也不是很冷（真皮的内饰主要还是穷）。不想别的车织布内饰给人感觉有点廉价感觉，这台车好在车内比较有设计感，空调出风口旋钮的高级的阻尼反馈，镂空的电子档把带有发光车标，悬浮的中控台又很有立体感，即便材质是织布的，但车内依然满满的高级感。,5,喜欢对于我来说就是最好的性价比。买车要看自己最在意的是什么，无伤大雅的又是什么，但想要鱼和熊掌得兼显然是不现实的。在我看来极星2符合这个价位的各方面表现，甚至底盘感受超越了我的期待。买车，7分满意就可以下手了，8分满意有压力，9分满意钱不够，10分满意买不起，所以性价比是取决于钱包的大小，30万左右我只选极星2。显示的
https://k.autohome.com.cn/detail/view_01fqee2z0q6gr3ad1j70sg0000.html#pvareaid=2112108,我爱孙雷娟,2021-12-21,5,个人用车其实没多考虑空间方面，毕竟是紧凑型轿车。但如果说家用的话我觉得也足够了，至少后排没有想象的那么不堪，后排坐两成年人还是宽裕的。储物空间方面基本OK的，除了前面讲的 杯架设计不合理其他也没什么。哦，对了，这车是掀背造型，后备箱开口比常规的车型要大很多，尤其是一些不好拿放的物品，这就方便了很多。,5,纯电动车的动力是不用怀疑的，如果你开习惯了燃油车估计开这车得晕车，毫不夸张的说电车的加速堪比跑车，扭矩来的快且猛，直观的加速感受非常强烈。尤其是极星2主打家用运动型轿车，这点深有体会。一般的燃油车在它面前还真比不了。,5,电车相对来说操控比较简单，这点和传统的燃油车有很大区别。首先我这台车上车是没有启动按钮的，省去了点火这一步骤，直接踩刹车挂档就可以开走。我理解的操控在这台车上更多的是表现在加速能力这块以及快速过弯时座椅对身体的支撑性比较到位，而且偏硬的悬架对车身姿态控制的不错。,4,正常佛系驾驶能耗在15个左右每百公里千瓦时，如果一直比较有激情的那汇总驾驶风格在一开始提车的时候也跑过一段时间，能耗稍微高点在19kwh/100km。而且电车和油耗有个区别，一般高速行驶时燃油车是最经济的但对于电车来说高速就相当激情驾驶模式能耗会偏高。,4,这车底盘的高级感是很强的，前后独立悬架，前麦弗逊后多连杆对车身支撑到位，所以高速过弯时车身侧倾较小，相反，比较硬朗的调教在一些路况不好的环境下车子很有点颠，这点其实是有点影响舒适性的。再者，我选装了20寸轮毂这点对舒适性会有点折扣，整体来说还是能接受的程度。,5,颜值这个层面占主观因素比较多，喜欢它主要是气质相符，物以类聚人以群分嘛，总之我和这车有点趣味相投的意思，喜欢这种凌厉的车身线条，本人经常开着极星出没在健身房场所，贼应景！,5,内饰方面比较有设计感，副驾中控台立体感很强。全景的天幕很现代也很前卫，镂空的换挡杠很有设计感，加上内饰诸多材质均为环保用料，足矣！,5,基础版 即所谓的丐版 我觉得性价比最高 省掉的那些选装包配置 其实真刚需的没几个
https://k.autohome.com.cn/detail/view_01fpw24qns6gr36d1r68s00000.html#pvareaid=2112108,万物唯我S气,2021-12-14,4,空间只是能说将将够用吧，如果是两个人用车，那我可以给到五颗星，如果是三口之家，那只有四颗星的水平，毕竟娃和妈都得后排，后排的空间就没有任何优势了。好在有一个全景天幕在，坐着还算比较通透。储物空间的话还算可以的，前后排都有扶手箱，门板两侧也有比较深的储物槽，放一点随身物品没什么问题。唯一比较其他的事竟然前排扶手箱里设置了杯架，这个占用了一些空间，其他都还好吧。后备箱电动掀背的开口很大，放取东西方便。,5,单电机的动力没有想象的那么弱，起步给我的感觉还是老快了。可能起步会觉得电门是优点厚重感觉，毕竟试驾的是双电机，买的是单电机，哈哈哈！但是不得不说后劲十足，只要动起来后面提速还是很快的。,5,很不错的，别的咱也不懂就是指向性很准，方向盘也很轻盈，有三种模式可以选择，最主要底盘我觉得很稳重，估计是电池在下面的原因，有时候开得快一点转弯车子很听话很贴合，有点人车合一的感觉。,4,买单电机版还是有点惊喜的，正常是市区开在15-16的水平，即使暴力驾驶也不会超过20，所以说对节能续航的帮助真的很大啊，能保持这么低的电耗还有这么好的操控，不容易。,4,舒适性有好有不好，好的当然是整个内饰设计虽然很简单但还是有豪华品牌的味道，包裹做工细节都是OK的，座椅等等内饰都是用潜水衣材质制作而成，容易打理是个优点。另外选装的哈曼卡顿音响音质还不错的，唯一不舒适的就是后背靠背过于笔直，这点希望能稍微优化下。,5,外观绝对属于颜值一线了，路上虽然看到不多，但是看到的人都觉得这车是有档次感的。无论是前面车头还是侧面流线或者车尾设计，都是比较彰显力量感的。虽然是溜背造型，但是线条还是显的刚硬，还选了900元升级20寸轮毂，搭配起来就更有点型男味道了。,5,内饰的豪华质感自认为还可以，有很多地方都是花了小心思设计的。带LOGO的换挡杆还有镀铬空调出风口等等，有点豪华车的内味。另外座椅的材料之前说过是环保的，打理起来还可以，虽然没有真皮，但是我觉得搭配起来还是挺好看的。,5,极星2汽车
https://k.autohome.com.cn/detail/view_01fpvd7n2m6gr36csp6crg0000.html#pvareaid=2112108,ONa0vYdF,2021-12-14,5,首先是车内的乘坐空间，作为紧凑型轿车来说，车内空间比较常规，储物的地方有设计很多小凹槽。乘坐方面，中等身材的家庭满座是OK的，长时间乘坐可能会有点不舒服，但这种情况对我来说比较少。后排腿部空间不是很宽敞，两个成年人是完全没问题的，加上全景天幕的通透感，即便后排满座也不至于压抑。后备箱的溜背设计算是很实用的，开口比较大拿取大件物品的时候更方便一些，并且我这选装包里有对后备箱规整的隔板，蛮实用的。,5,开过电车的朋友都知道电车的动力来的猛，不然燃油车会有迟滞或者拖沓的情况，我这台极星2毫不夸张的说只要敢踩，车子就像上了炫的箭，起步的瞬间你是牢牢摁在靠背上的，如果副驾有女生是可以来一脚满电门的，那一刻的安全感都在你身上。电车的动力是毫无疑问的畅快，这点燃油车根本没法比。,5,245/40 R20的马牌轮胎综合性能比较均衡，配上电车强大的动力在起步的时候即使我是单电机版本也是稳的一批！前麦弗逊后多连杆的独立悬架给车子更高的一些极限操控，比如高速过弯时提供很好的车身稳定性。换做之前开的那台扭力梁悬架的车急转弯根本不敢踩着速度跑只能减速。这车方向盘的指向性我觉得和我之前看过的燃油车没啥质地变化，属于中规中矩那种，挺好开的，低速轻盈高速沉稳。,4,能耗这块最重要的还是续航，这块说实话算是个软肋，毕竟冬天还是有影响的。电耗这块的话，二十个以内收的住，日常用车还行，平常堵车也不会飙的太夸张，养车还是比较省的。,4,先说座椅，前面也有提过。座椅的包裹性和支撑性很足填充物略微偏硬，从驾驶者的角度我是喜欢的，但得考虑到一定的家用属性所以填充物换成更软的材质可能更好。再就是底盘方面，整体给人是非常整的，挺紧凑的，调教方面也是更倾向于驾驶，稍微调软性可能更好的兼顾了家用。所以给4分，整体还算不错考虑在家用层面可以有进步的空间。,5,极星2外形采用横平竖直的线条，给人一种阳刚帅气的形象。车头采用经典雷神之锤造型，豪气还是有那么一些的。侧面车身腰线硬朗，从车头直接过渡到车尾，显得极星2侧面很修长。并且贯穿式的尾灯在现在看来也是顺应时代的潮流，夜间点亮的效果很赞！,5,用料方面车内的均是环保材质，这点我个人是非常看重的，我想对于有小孩的家庭环保健康的座舱环境是十分有必要的。车内做工这块，织布与钢琴烤漆材质以及镀铬装饰件的运用，给座舱营造年轻时尚的氛围。造型设计精美的档把，尤其是镂空的档把，通电之后还有个发光的极星LOGO。大尺寸的多媒体屏幕UI界面设计比较人性化，操作起来没有那么复杂。内置语音控制系统，可以口令操控音乐，导航以及空调等。,,
